76516| 2024/3/1|2024| 0| 153| 1.0| 0.0| 1.0| 5.0| 0.0| 5.0| 0.0| 0.0| 0.0| 0| 1| 36| 05| 1| 119| 1| 0| 华为| 16500.0000| 37908.0| 86112.0| 159354.0| 28704.0| 26559.0| 14820.0| 34086.0| 61308.0|17341.997400000007| 16341.0| 6084.0| 15288.0| 30108.0| 1092.0| 3666.0| 4680.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 20280.0| 468.0| 0.0| 0.0| 0.0| 0.0| 0.0| 18174.0| 49062.0| 95394.0| 58344.0| 268788.0| 518076.0| 20514.0| 56004.0| 91572.0| 0.0| 0.0| 0.0
892344|2024/4/25|2024| 0| 158| 0.0| 1.0| 1.0| 0.0| 28.0| 28.0| 0.0| 0.0| 0.0| 0| 1| 33| 04| 1| 130| 1| 1| 华为| 13700.0000| 1178.0| 3021.0| 4731.0| 1007.0| 788.5| 380.0| 874.0| 1729.0| 715.6673| 500.3327000000001| 361.0| 893.0| 1767.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 38.0| 0.0| 0.0| 0.0| 0.0| 0.0| 1900.0| 2432.0| 7296.0| 15162.0| 0.0| 0.0| 0.0| 2432.0| 7296.0| 15162.0| 0.0| 0.0| 0.0
1457157|2024/5/19|2024| 0| 540| 0.0| 4.0| 4.0| 0.0| 66.0| 66.0| 0.0| 0.0| 0.0| 0| 1| 43| 05| 1| 149| 1| 1| 步步高| 3900.0000| 31155.0| 69936.0| 143685.0| 23312.00310000003| 23947.5| 19716.0| 46593.0| 99975.0| 7781.003099999994| 7284.996900000004| 8649.0| 24180.0| 57753.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 93.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0|2539.8299999999963| 7619.49000000001| 13880.25| 45198.0| 129084.0| 129084.0| 5487.0| 11718.0| 19530.0| 0.0| 0.0| 0.0
1011496|2024/6/25|2024| 0| 564| 1.0| 0.0| 1.0| 76.0| 0.0| 76.0| 0.0| 0.0| 0.0| 0| 1| 53| 04| 1| 260| 1| 1| 欧珀| 25237.0000| 25990.0| 67461.0| 128481.0| 22487.0| 21413.5| 10396.0| 26894.0| 53223.0|13522.337099999986| 12543.0| 12769.0| 29267.0| 52432.0| 0.0| 0.0| 0.0| 113.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 2486.0| 1695.0| 0.0| 0.0| 22600.0| 45200.0| 79100.0| 1130.0| 1130.0| 1130.0| 0.0| 185885.0| 839703.0| 14577.0| 37629.0| 74693.0| 0.0| 0.0| 0.0
105220|2024/2/18|2024| 0| 806| 0.0| 1.0| 1.0| 0.0| 63.0| 63.0| 0.0| 0.0| 0.0| 0| 1| 60| 04| 1| 157| 1| 1| 苹果| 11210.0000| 68150.0| 203290.0| 375695.0| 67763.32849999984| 62615.828499999836| 35960.0| 107445.0| 209380.0| 31948.3284999999|27719.171500000077| 21025.0| 61045.0| 122235.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 3045.0| 0.0| 0.0| 0.0| 0.0| 4350.0| 4350.0|12267.000000000031| 44398.99999999995| 103993.99999999974| 0.0| 0.0| 0.0| 16240.0| 54810.0| 77140.0| 0.0| 0.0| 0.0
236354|2024/6/23|2024| 0| 935| 0.0| 1.0| 1.0| 0.0| 32.0| 32.0| 0.0| 0.0| 0.0| 0| 2| 38| 02| 1| 217| 1| 1| 苹果| 21930.0000| 91364.0| 270816.0| 477932.0| 90272.0| 79655.33940000022| 38766.0| 111020.0| 194194.0|53265.339400000186| 47289.66059999983| 33124.0| 83174.0| 149422.0| 7826.0| 20020.0| 32760.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 7098.0| 0.0| 0.0| 100100.0| 236600.0| 382200.0|12562.586400000006| 37687.759199999935| 75553.82379999982| 0.0| 0.0| 0.0| 63336.0| 191100.0| 335062.0| 0.0| 0.0| 0.0
261955|2024/6/13|2024| 0| 935| 0.0| 1.0| 1.0| 0.0| 57.0| 57.0| 0.0| 0.0| 0.0| 0| 2| 39| 02| 1| 190| 1| 1| 步步高| 23575.0000| 44254.0| 173964.0| 390874.0| 57988.0| 65145.67030000012| 21473.0| 76736.0| 185300.0|32409.329699999926| 34262.32969999992| 11881.0| 35752.0| 73248.0| 0.0| 0.0| 0.0| 109.0| 218.0| 0.0| 0.0| 0.0| 0.0| 0.0| 7957.0| 218.0| 0.0| 0.0| 21800.0| 109000.0| 196200.0| 18312.0| 54936.0| 109872.0| 0.0| 0.0| 0.0| 26596.0| 97773.0| 194892.0| 0.0| 0.0| 0.0
1298099| 2024/4/9|2024| 0| 936| 0.0| 1.0| 1.0| 0.0| 15.0| 15.0| 0.0| 0.0| 0.0| 0| 1| 45| 06| 1| 277| 1| 1| 小米科技| 4910.0000| 10564.0| 27056.0| 50540.0| 9018.669199999995| 8423.330800000005| 8588.0| 19380.0| 35036.0| 2558.669200000003| 2584.0| 5776.0| 13300.0| 24776.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 228.0| 0.0| 0.0| 0.0| 0.0| 3800.0| 11932.0| 380.0| 1140.0| 14540.342799999986| 0.0| 0.0| 0.0| 2964.0| 9348.0| 28044.0| 0.0| 0.0| 0.0
556959| 2024/5/1|2024| 0| 1874| 0.0| 1.0| 1.0| 0.0| 39.0| 39.0| 0.0| 0.0| 0.0| 0| 1| 54| 02| 1| 126| 1| 1| 苹果| 24850.0000| 3551.0| 15529.0| 34026.0| 5176.335100000002| 5671.0| 2915.0| 12402.0| 27719.0|1042.3350999999998|1051.1649000000002| 2809.0| 10388.0| 21200.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 212.0| 106.0| 0.0| 0.0| 13250.0| 38160.0| 63600.0|2118.9400000000005| 6357.349999999994| 11657.350000000006| 0.0| 0.0| 0.0| 14469.0| 41764.0| 80401.0| 0.0| 0.0| 0.0
788025|2024/5/17|2024| 1| 1874| 0.0| 1.0| 1.0| 0.0| 24.0| 24.0| 0.0| 0.0| 0.0| 0| null|null| null| 0| null| null| null| null| 0.0000| 3243.0| 8225.0| 16920.0| 2741.6650999999974| 2820.0| 2115.0| 4935.0| 9494.0|1096.6651000000002|1237.6651000000002| 2209.0| 4935.0| 9165.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 4700.0| 11562.0| 33182.0| 0.0| 141.0| 10669.0| 0.0| 0.0| 0.0| 8507.0| 25615.0| 66599.0| 0.0| 0.0| 0.0
1008905| 2024/5/7|2024| 0| 2165| 0.0| 2.0| 2.0| 0.0| 91.0| 91.0| 0.0| 0.0| 0.0| 0| 1| 43| 04| 1| 163| 1| 1| 苹果| 14800.0000| 85224.0| 184116.0| 437510.0| 61372.0| 72918.33780000015| 50652.0| 109076.0| 241468.0|25013.337800000056|32673.662199999908| 17956.0| 48508.0| 103984.0| 0.0| 0.0| 0.0| 134.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 7370.0| 0.0| 0.0| 0.0| 13400.0| 40200.0| 67000.0|11761.180000000037| 35283.54000000005| 71060.20000000017| 0.0| 0.0| 0.0| 14606.0| 43952.0| 87904.0| 0.0| 0.0| 0.0
1020187| 2024/7/3|2024| 0| 2930| 0.0| 1.0| 1.0| 0.0| 11.0| 11.0| 0.0| 0.0| 0.0| 0| 1| 41| 04| 1| 218| 1| 1| 苹果| 10560.0000| 22048.0| 75896.0| 122854.0| 25298.670200000044| 20475.67020000002| 15688.0| 53424.0| 83634.0| 7490.670199999995| 6536.670199999998| 11236.0| 33814.0| 54272.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 318.0| 2226.0| 0.0| 0.0| 0.0| 22790.0| 86390.0| 9540.0| 28620.0| 57241.06000000005| 0.0| 0.0| 0.0|13102.660000000014| 26456.54000000001|66913.56000000006| 0.0| 0.0| 0.0
1471685|2024/4/13|2024| 0| 3044| 0.0| 1.0| 1.0| 0.0| 4.0| 4.0| 0.0| 0.0| 0.0| 0| 1| 33| 02| 1| 195| 1| 1| 苹果| 12750.0000| 53352.0| 104472.0| 206352.0| 34824.002400000056| 34392.00240000005| 27792.0| 58608.0| 112320.0|15287.997600000013|15672.002399999987| 5184.0| 13176.0| 30312.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 1008.0| 72.0| 0.0| 0.0| 0.0| 0.0| 0.0| 7891.20000000001| 23673.59999999997| 47347.19999999994| 0.0| 0.0| 0.0| 15408.0| 44424.0| 90648.0| 0.0| 0.0| 0.0
556625|2024/5/19|2024| 0| 3081| 1.0| 1.0| 2.0| 23.0| 14.0| 37.0| 0.0| 0.0| 0.0| 0| 1| 41| 08| 1| 63| 1| 1| 步步高| 27200.0000| 557270.0| 1864550.0| 3647395.0| 621516.6527000032| 607899.1527000028| 289529.0| 938979.0| 1781588.0| 308523.6526999994| 310967.8473000006| 175561.0| 581153.0| 1177809.0| 75001.0| 205729.0| 337714.0| 0.0| 0.0| 0.0| 0.0| 0.0| 1257.0| 0.0| 0.0| 1257.0| 0.0| 0.0| 0.0| 0.0| 0.0| 82962.0| 248886.0| 450006.0| 0.0| 0.0| 0.0| 89666.0| 278216.0| 531711.0| 0.0| 0.0| 0.0
955751|2024/5/25|2024| 0| 3451| 3.0| 0.0| 3.0| 290.0| 0.0| 290.0| 0.0| 0.0| 0.0| 0| 1| 49| 03| 1| 157| 1| 1| 步步高| 14737.0000| 62080.0| 161920.0| 310560.0| 53973.33600000008| 51760.0| 33440.0| 87040.0| 169680.0| 24960.0| 23480.0| 6400.0| 16560.0| 30320.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 80.0| 3200.0| 0.0| 80.0| 0.0| 8000.0| 40000.0| 96000.0| 10000.0| 29200.0| 55200.0| 0.0| 0.0| 0.0| 21600.0| 58400.0| 102800.0| 0.0| 0.0| 0.0
720953| 2024/5/4|2024| 0| 3641| 5.0| 16.0| 21.0| 1009.0| 1909.0| 2918.0| 0.0| 0.0| 0.0| 0| 1| 27| 02| 1| 123| 1| 1| 苹果| 19660.0000| 9648.0| 33888.0| 91152.0| 11295.99840000001| 15192.0| 6144.0| 21120.0| 56976.0| 4256.001600000005|5696.0016000000005| 2304.0| 8688.0| 18048.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 144.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 6696.0| 20088.0| 40176.0| 0.0| 0.0| 0.0| 8400.0| 25200.0| 54864.0| 0.0| 0.0| 0.0
853366|2024/7/20|2024| 0| 4199| 2.0| 0.0| 2.0| 25.0| 0.0| 25.0| 0.0| 0.0| 0.0| 0| 1| 23| 05| 1| 96| 1| 1| 苹果| 8790.0000| 94250.0| 264190.0| 374680.0| 88063.34300000036| 62446.65699999968| 17400.0| 51620.0| 117450.0| 70856.65699999967| 42871.65699999974| 84100.0| 230840.0| 270280.0| 0.0| 0.0| 0.0| 290.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 2900.0| 2900.0| 2900.0| 16083.39999999988| 41290.19999999992| 80901.30000000025| 0.0| 0.0| 0.0| 37279.49999999997|63669.500000000335|83041.50000000013| 0.0| 0.0| 0.0
197362|2024/6/15|2024| 0| 4683| 2.0| 3.0| 5.0| 125.0| 77.0| 202.0| 0.0| 0.0| 0.0| 0| 1| 28| 05| 1| 125| 1| 0| 华为| 14820.0000| 78204.0| 224371.0| 478800.0| 74790.32889999985| 79800.0| 37240.0| 111188.0| 247247.0| 37727.67110000011| 38592.17110000011| 17689.0| 53599.0| 111188.0| 2527.0| 8645.0| 11571.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 266.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 5187.0| 9177.0| 0.0| 0.0| 23009.0| 18221.0| 57988.0| 116774.0| 0.0| 0.0| 0.0
535651| 2024/5/1|2024| 0| 4724| 0.0| 1.0| 1.0| 0.0| 42.0| 42.0| 0.0| 0.0| 0.0| 0| 1| 27| 05| 1| 171| 1| 0| 华为| 2311.0000| 5829.0| 17219.0| 41808.0| 5739.668900000001| 6968.0| 4891.0| 14003.0| 32763.0| 1072.0| 1507.5| 4489.0| 12998.0| 31691.0| 0.0| 0.0| 0.0| 67.0| 0.0| 0.0| 0.0| 0.0| 134.0| 0.0| 603.0| 1541.0| 0.0| 0.0| 0.0| 0.0| 0.0| 134.0| 402.0| 804.0| 0.0| 0.0| 0.0| 1541.0| 4422.0| 12663.0| 0.0| 0.0| 0.0
983713|2024/2/23|2024| 0| 4987| 0.0| 1.0| 1.0| 0.0| 8.0| 8.0| 0.0| 0.0| 0.0| 0| 1| 50| 04| 1| 190| 1| 1| 步步高| 17230.0000| 30208.0| 100736.0| 204544.0| 33578.662399999914| 34090.66239999991| 17792.0| 53120.0| 102912.0| 15872.0| 16938.66240000002| 16384.0| 48128.0| 92800.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 0.0| 1280.0| 768.0| 0.0| 0.0| 0.0| 55040.0| 111360.0| 16512.0| 49536.0| 99072.0| 0.0| 0.0| 0.0| 17024.0| 51072.0| 68096.0| 0.0| 0.0| 0.0
